job_title,company_name,location,skill_required,salary
Operations Manager,Microsoft,Toronto,Process Optimization,85794
Waiter,Apple,San Francisco,Hospitality,22466
Sales Manager,Accenture,London,Negotiation,98534
Investment Banker,Coca Cola,Berlin,Valuation,161208
HR Manager,Apple,Tokyo,Recruitment,86867
Judge,Coca Cola,Berlin,Judicial Review,175546
Support Specialist,Apple,Dubai,Troubleshooting,49512
Operations Manager,Infosys,Tokyo,Process Optimization,111956
Sales Manager,Apple,Singapore,Negotiation,97225
Financial Analyst,Microsoft,Paris,Excel Modeling,103962
Call Center Agent,Disney,New York,Customer Handling,32315
Photographer,Amazon,San Francisco,Photography,86785
Paralegal,Google,Tokyo,Legal Research,56897
Radiologist,KPMG,Paris,Imaging,132264
Teacher,Apple,Bangalore,Classroom Management,43070
Software Engineer,McDonald's,London,Python,119581
Tax Consultant,Disney,Bangalore,Tax Filing,56192
Pilot,HSBC,Paris,Navigation,193555
Writer,EY,Bangalore,Creative Writing,38990
Cloud Engineer,KPMG,Singapore,AWS,166294
Writer,HSBC,Chicago,Creative Writing,48662
Cashier,Google,New York,Billing,44219
Nurse,Wipro,New York,Patient Care,56122
Software Engineer,BMW,Tokyo,Python,131006
Legal Advisor,Coca Cola,San Francisco,Contract Drafting,67063
Web Developer,EY,Bangalore,JavaScript,99090
Web Developer,Coca Cola,Singapore,JavaScript,67401
Software Engineer,Disney,Berlin,Python,74606
Librarian,Pfizer,Delhi,Cataloguing,62485
Cybersecurity Analyst,JPMorgan,Bangalore,Network Security,135372
Compliance Officer,Google,Bangalore,Regulation,80412
Animator,BMW,Sydney,3D Animation,93556
Lawyer,Pfizer,New York,Litigation,112761
Tutor,Apple,Toronto,Mentoring,28931
Psychologist,Google,Sydney,Counseling,122518
Driver,Wipro,Tokyo,Driving,42887
Graphic Designer,JPMorgan,Paris,Photoshop,85888
Video Editor,Wipro,London,Premiere Pro,47757
Judge,Infosys,Toronto,Judicial Review,196272
Nurse,Amazon,New York,Patient Care,76645
Animator,McDonald's,Toronto,3D Animation,79142
Financial Analyst,Tesla,Singapore,Excel Modeling,93662
Electrician,EY,London,Wiring,43389
Call Center Agent,Sony,Delhi,Customer Handling,30870
Carpenter,Deloitte,New York,Woodworking,46748
Judge,Meta,Tokyo,Judicial Review,161269
Radiologist,Accenture,Bangalore,Imaging,192568
Professor,HSBC,New York,Research,133210
Cloud Engineer,Infosys,Singapore,AWS,106400
Electrician,JPMorgan,Bangalore,Wiring,65872
Auditor,Apple,New York,Compliance,81447
Call Center Agent,Google,London,Customer Handling,38254
Accountant,Pfizer,San Francisco,Bookkeeping,90764
Waiter,Apple,London,Hospitality,39454
Psychologist,Deloitte,Toronto,Counseling,122257
Video Editor,BMW,Delhi,Premiere Pro,51958
Investment Banker,BMW,San Francisco,Valuation,182003
Lawyer,EY,Toronto,Litigation,162242
Support Specialist,Deloitte,Dubai,Troubleshooting,47428
Chef,Deloitte,Chicago,Culinary Arts,44778
Researcher,Meta,New York,Data Analysis,96026
Call Center Agent,Google,New York,Customer Handling,28668
Chef,Google,Singapore,Culinary Arts,63208
Professor,Infosys,Tokyo,Research,82325
Graphic Designer,KPMG,Singapore,Photoshop,84045
Welder,Infosys,Chicago,Arc Welding,29351
Lawyer,Tesla,Los Angeles,Litigation,167277
Support Specialist,Wipro,Paris,Troubleshooting,69623
Support Specialist,Meta,Berlin,Troubleshooting,34296
Animator,Infosys,New York,3D Animation,60125
Marketing Manager,Accenture,San Francisco,SEO,125431
Lawyer,Accenture,Chicago,Litigation,123757
Tax Consultant,KPMG,London,Tax Filing,88902
Cybersecurity Analyst,Meta,Berlin,Network Security,72947
Psychologist,Pfizer,Sydney,Counseling,80940
Receptionist,Disney,Toronto,Front Desk,35041
Video Editor,Accenture,Sydney,Premiere Pro,44945
Pilot,Apple,Tokyo,Navigation,147089
Auditor,Deloitte,Tokyo,Compliance,115702
Nurse,Wipro,London,Patient Care,52130
Accountant,KPMG,New York,Bookkeeping,70108
Farmer,JPMorgan,Delhi,Crop Management,25951
Receptionist,Amazon,Singapore,Front Desk,26015
Researcher,HSBC,New York,Data Analysis,100201
Legal Advisor,Infosys,London,Contract Drafting,69231
Writer,Deloitte,Bangalore,Creative Writing,71581
Receptionist,Apple,Chicago,Front Desk,26348
Nurse,Sony,Bangalore,Patient Care,62607
Legal Advisor,Tesla,Los Angeles,Contract Drafting,129435
Compliance Officer,Google,Singapore,Regulation,92182
Judge,Amazon,London,Judicial Review,246762
Carpenter,Wipro,London,Woodworking,30040
Researcher,Google,Bangalore,Data Analysis,96274
Support Specialist,KPMG,Bangalore,Troubleshooting,30005
Cashier,Infosys,Dubai,Billing,46761
Pharmacist,Amazon,London,Pharmacology,57114
Animator,Meta,Paris,3D Animation,99851
Pharmacist,HSBC,Dubai,Pharmacology,91661
Accountant,Wipro,Chicago,Bookkeeping,89316
Psychologist,Disney,Los Angeles,Counseling,115367
Receptionist,Infosys,Chicago,Front Desk,46640
HR Manager,Google,Toronto,Recruitment,112812
Plumber,Pfizer,Sydney,Pipe Fitting,30207
Support Specialist,Wipro,Toronto,Troubleshooting,44550
Compliance Officer,JPMorgan,Bangalore,Regulation,68250
Graphic Designer,Meta,San Francisco,Photoshop,86880
Nurse,Google,London,Patient Care,78478
Judge,BMW,London,Judicial Review,247412
Accountant,Microsoft,Tokyo,Bookkeeping,87188
Accountant,Wipro,Sydney,Bookkeeping,42048
Nurse,Disney,Bangalore,Patient Care,83291
Marketing Manager,Google,New York,SEO,97105
Librarian,BMW,Tokyo,Cataloguing,57490
Graphic Designer,KPMG,New York,Photoshop,78084
Judge,BMW,Singapore,Judicial Review,198109
HR Manager,Disney,Singapore,Recruitment,106053
Sales Manager,Microsoft,Delhi,Negotiation,96805
Web Developer,Coca Cola,Sydney,JavaScript,86032
Operations Manager,Deloitte,Sydney,Process Optimization,135359
Researcher,Google,San Francisco,Data Analysis,104243
Video Editor,Coca Cola,Dubai,Premiere Pro,78946
Lawyer,Coca Cola,Los Angeles,Litigation,103393
Psychologist,Pfizer,Sydney,Counseling,122828
Researcher,BMW,Delhi,Data Analysis,76510
Graphic Designer,Sony,Berlin,Photoshop,49866
Driver,Deloitte,Sydney,Driving,45249
Legal Advisor,Disney,Paris,Contract Drafting,98821
Accountant,JPMorgan,Singapore,Bookkeeping,83627
Video Editor,Google,Sydney,Premiere Pro,47143
Sales Manager,McDonald's,Paris,Negotiation,67596
Pharmacist,Wipro,Delhi,Pharmacology,90457
Professor,Sony,Bangalore,Research,73549
Pilot,Meta,New York,Navigation,246336
Cloud Engineer,KPMG,Bangalore,AWS,161199
Chef,McDonald's,Chicago,Culinary Arts,53223
Plumber,HSBC,Tokyo,Pipe Fitting,64109
Financial Analyst,HSBC,Los Angeles,Excel Modeling,85224
Writer,Apple,Dubai,Creative Writing,74341
Compliance Officer,Accenture,London,Regulation,61746
Farmer,Accenture,Toronto,Crop Management,23310
Cybersecurity Analyst,Wipro,San Francisco,Network Security,125282
Farmer,Sony,Delhi,Crop Management,48770
Professor,McDonald's,Sydney,Research,128604
Teacher,Coca Cola,Singapore,Classroom Management,35051
Marketing Manager,Microsoft,Toronto,SEO,90393
Mechanic,BMW,Dubai,Engine Repair,34090
Legal Advisor,Sony,Tokyo,Contract Drafting,135483
Marketing Manager,Disney,Los Angeles,SEO,95832
Nurse,Meta,Tokyo,Patient Care,81782
Support Specialist,HSBC,Bangalore,Troubleshooting,59111
Cashier,Coca Cola,Dubai,Billing,34256
Electrician,HSBC,Toronto,Wiring,49735
Farmer,Infosys,New York,Crop Management,23844
Support Specialist,HSBC,Tokyo,Troubleshooting,49798
Psychologist,Apple,New York,Counseling,88052
Doctor,Wipro,Sydney,Surgery,132738
Accountant,Wipro,Toronto,Bookkeeping,55083
Teacher,JPMorgan,Bangalore,Classroom Management,66275
Doctor,EY,Toronto,Surgery,150142
Marketing Manager,Coca Cola,New York,SEO,73078
Chef,Coca Cola,London,Culinary Arts,63305
Mechanic,Tesla,Los Angeles,Engine Repair,64475
Accountant,Amazon,Delhi,Bookkeeping,87076
Accountant,EY,Delhi,Bookkeeping,59084
Nurse,Tesla,Dubai,Patient Care,86912
Compliance Officer,Disney,Tokyo,Regulation,77508
Financial Analyst,Infosys,Singapore,Excel Modeling,94781
Judge,Google,San Francisco,Judicial Review,212052
Radiologist,Microsoft,London,Imaging,203370
Cashier,Sony,San Francisco,Billing,24543
Pilot,Deloitte,Toronto,Navigation,156993
Writer,EY,San Francisco,Creative Writing,79405
Pilot,Pfizer,Paris,Navigation,172028
Operations Manager,Disney,Sydney,Process Optimization,149031
Carpenter,Microsoft,Tokyo,Woodworking,34446
Electrician,McDonald's,San Francisco,Wiring,77916
Video Editor,Disney,Chicago,Premiere Pro,60202
Sales Manager,Amazon,Sydney,Negotiation,108989
Sales Manager,KPMG,Tokyo,Negotiation,83898
Judge,Apple,San Francisco,Judicial Review,185043
Farmer,Infosys,Berlin,Crop Management,20072
Sales Manager,Pfizer,Tokyo,Negotiation,108087
Marketing Manager,Pfizer,Los Angeles,SEO,104885
Farmer,Accenture,Tokyo,Crop Management,39569
Video Editor,HSBC,Delhi,Premiere Pro,73263
Support Specialist,Apple,San Francisco,Troubleshooting,37920
Video Editor,HSBC,Toronto,Premiere Pro,49085
Librarian,McDonald's,Toronto,Cataloguing,33197
Project Manager,Google,Tokyo,Agile,89422
Compliance Officer,Pfizer,New York,Regulation,111387
Investment Banker,Disney,Bangalore,Valuation,108453
Chef,Pfizer,Toronto,Culinary Arts,41475
Lawyer,JPMorgan,Dubai,Litigation,141991
Pharmacist,McDonald's,San Francisco,Pharmacology,59492
Pharmacist,Accenture,New York,Pharmacology,63789
Carpenter,EY,New York,Woodworking,44893
Psychologist,Apple,San Francisco,Counseling,124267
Web Developer,EY,London,JavaScript,105273
Psychologist,Sony,Dubai,Counseling,129583
Software Engineer,JPMorgan,Berlin,Python,86054
Electrician,McDonald's,London,Wiring,74663
Legal Advisor,Wipro,Bangalore,Contract Drafting,65133
Operations Manager,Wipro,Sydney,Process Optimization,116965
Cybersecurity Analyst,Tesla,Singapore,Network Security,88384
Psychologist,Disney,Sydney,Counseling,62945
Auditor,Apple,Chicago,Compliance,115839
Doctor,Microsoft,Sydney,Surgery,152950
Call Center Agent,Disney,New York,Customer Handling,26615
Pharmacist,Disney,Berlin,Pharmacology,108220
Graphic Designer,Pfizer,Dubai,Photoshop,81790
Mechanic,Wipro,Singapore,Engine Repair,43303
Compliance Officer,BMW,Chicago,Regulation,116746
Accountant,JPMorgan,Berlin,Bookkeeping,88931
Mechanic,Wipro,Toronto,Engine Repair,61135
Operations Manager,Accenture,Tokyo,Process Optimization,71866
Radiologist,Sony,New York,Imaging,141724
Mechanic,Microsoft,Bangalore,Engine Repair,52383
Operations Manager,McDonald's,San Francisco,Process Optimization,122623
Photographer,McDonald's,Sydney,Photography,56596
Legal Advisor,Tesla,Berlin,Contract Drafting,116020
Video Editor,KPMG,Singapore,Premiere Pro,78943
Operations Manager,JPMorgan,Los Angeles,Process Optimization,81333
Accountant,Meta,Los Angeles,Bookkeeping,85281
Marketing Manager,BMW,Chicago,SEO,125653
Call Center Agent,Google,Berlin,Customer Handling,49332
Financial Analyst,Accenture,New York,Excel Modeling,94188
Legal Advisor,Sony,Dubai,Contract Drafting,88819
Call Center Agent,Coca Cola,Bangalore,Customer Handling,26108
Lawyer,BMW,Sydney,Litigation,172911
Radiologist,Wipro,San Francisco,Imaging,245270
Pilot,KPMG,Tokyo,Navigation,162911
Financial Analyst,BMW,Sydney,Excel Modeling,62514
Researcher,Deloitte,Tokyo,Data Analysis,108171
Auditor,BMW,San Francisco,Compliance,66525
Investment Banker,Pfizer,San Francisco,Valuation,119856
Mechanic,Meta,Los Angeles,Engine Repair,45177
HR Manager,Coca Cola,Toronto,Recruitment,66238
Chef,Pfizer,Los Angeles,Culinary Arts,58314
Support Specialist,Wipro,Chicago,Troubleshooting,44974
Sales Manager,Google,Paris,Negotiation,79053
Researcher,Infosys,Paris,Data Analysis,65571
Tutor,Pfizer,Los Angeles,Mentoring,51922
Operations Manager,Accenture,Dubai,Process Optimization,100766
Librarian,Infosys,Toronto,Cataloguing,44249
Software Engineer,BMW,Tokyo,Python,66501
Researcher,Tesla,Chicago,Data Analysis,62462
Librarian,KPMG,Singapore,Cataloguing,30824
Data Scientist,HSBC,London,Machine Learning,141544
Pharmacist,KPMG,Toronto,Pharmacology,104536
Financial Analyst,EY,Sydney,Excel Modeling,103726
Project Manager,Disney,Dubai,Agile,132298
Tutor,Apple,Toronto,Mentoring,53038
Project Manager,Coca Cola,Bangalore,Agile,117383
Paralegal,HSBC,Toronto,Legal Research,69952
Chef,Apple,Los Angeles,Culinary Arts,83704
Video Editor,Accenture,Delhi,Premiere Pro,61504
Chef,KPMG,Dubai,Culinary Arts,57754
Writer,Wipro,Sydney,Creative Writing,56479
Video Editor,Coca Cola,Los Angeles,Premiere Pro,61319
Accountant,BMW,London,Bookkeeping,92726
Pilot,Wipro,Bangalore,Navigation,159090
Legal Advisor,EY,Tokyo,Contract Drafting,109111
Doctor,Wipro,Chicago,Surgery,133494
Marketing Manager,Infosys,Paris,SEO,111947
Construction Worker,Sony,London,Masonry,45486
Tutor,McDonald's,Chicago,Mentoring,42398
Electrician,Accenture,Los Angeles,Wiring,71614
Project Manager,Deloitte,Chicago,Agile,120156
Cybersecurity Analyst,McDonald's,Bangalore,Network Security,126106
Welder,EY,Sydney,Arc Welding,67058
Accountant,McDonald's,London,Bookkeeping,51002
Investment Banker,Deloitte,New York,Valuation,109656
Cybersecurity Analyst,Amazon,Toronto,Network Security,131329
Pilot,JPMorgan,Paris,Navigation,121810
Sales Manager,Microsoft,Toronto,Negotiation,126361
Psychologist,Meta,Berlin,Counseling,75596
Legal Advisor,Meta,Delhi,Contract Drafting,133088
Psychologist,Coca Cola,San Francisco,Counseling,109629
Cashier,Accenture,Delhi,Billing,30274
Photographer,Microsoft,Bangalore,Photography,85109
Nurse,Microsoft,Los Angeles,Patient Care,66448
Pilot,HSBC,Chicago,Navigation,193394
Project Manager,Microsoft,Tokyo,Agile,95740
Waiter,McDonald's,Chicago,Hospitality,31403
Investment Banker,Sony,Singapore,Valuation,166475
Marketing Manager,Sony,Los Angeles,SEO,110832
Video Editor,Disney,New York,Premiere Pro,51761
Graphic Designer,KPMG,Bangalore,Photoshop,86334
Tax Consultant,Tesla,Dubai,Tax Filing,48846
Video Editor,HSBC,Chicago,Premiere Pro,83847
Operations Manager,KPMG,London,Process Optimization,116558
Graphic Designer,BMW,Chicago,Photoshop,54278
Video Editor,BMW,Toronto,Premiere Pro,63945
Nurse,Google,London,Patient Care,53982
Marketing Manager,Google,Singapore,SEO,69511
Professor,Meta,Chicago,Research,82339
Auditor,Pfizer,Delhi,Compliance,100797
Teacher,JPMorgan,Sydney,Classroom Management,35109
Farmer,Disney,Singapore,Crop Management,49255
Librarian,EY,Bangalore,Cataloguing,33503
Judge,Wipro,Paris,Judicial Review,214246
Financial Analyst,Accenture,Singapore,Excel Modeling,83608
Sales Manager,Meta,Los Angeles,Negotiation,67308
Writer,Tesla,San Francisco,Creative Writing,46265
Construction Worker,Sony,Singapore,Masonry,35845
Project Manager,BMW,Singapore,Agile,92652
Software Engineer,EY,Bangalore,Python,129570
Judge,Disney,Singapore,Judicial Review,248353
Auditor,Meta,Tokyo,Compliance,99134
Investment Banker,Deloitte,London,Valuation,118009
Plumber,Amazon,Bangalore,Pipe Fitting,37424
Construction Worker,BMW,London,Masonry,32893
Mechanic,JPMorgan,San Francisco,Engine Repair,32630
Cloud Engineer,Microsoft,Toronto,AWS,122889
Lawyer,JPMorgan,Chicago,Litigation,150743
Cloud Engineer,Coca Cola,London,AWS,95793
Marketing Manager,Apple,Paris,SEO,126898
Psychologist,Microsoft,New York,Counseling,78953
Researcher,Coca Cola,Delhi,Data Analysis,57813
Teacher,Microsoft,Bangalore,Classroom Management,53778
Photographer,KPMG,London,Photography,58468
Teacher,Apple,Delhi,Classroom Management,47474
Graphic Designer,KPMG,Toronto,Photoshop,54415
Chef,HSBC,Chicago,Culinary Arts,42665
Carpenter,Disney,Los Angeles,Woodworking,30273
Legal Advisor,Microsoft,Los Angeles,Contract Drafting,77731
Judge,Coca Cola,Sydney,Judicial Review,175852
Photographer,Meta,Berlin,Photography,70455
Pharmacist,Meta,Los Angeles,Pharmacology,72561
Accountant,JPMorgan,Tokyo,Bookkeeping,53386
Electrician,McDonald's,Los Angeles,Wiring,67335
Lawyer,Coca Cola,Singapore,Litigation,128559
Compliance Officer,KPMG,Berlin,Regulation,93308
Doctor,Infosys,Toronto,Surgery,292620
Cloud Engineer,Accenture,Los Angeles,AWS,95107
Cashier,BMW,New York,Billing,28540
Teacher,BMW,Dubai,Classroom Management,45424
Auditor,McDonald's,Chicago,Compliance,119093
Financial Analyst,Meta,Toronto,Excel Modeling,81230
Professor,BMW,Paris,Research,80099
Farmer,Disney,Singapore,Crop Management,21163
Animator,Accenture,Paris,3D Animation,94441
Receptionist,Microsoft,Dubai,Front Desk,34820
Construction Worker,McDonald's,Dubai,Masonry,42192
Marketing Manager,Apple,Dubai,SEO,87624
Cybersecurity Analyst,Infosys,Dubai,Network Security,95329
Cashier,Microsoft,Delhi,Billing,31283
Web Developer,Meta,London,JavaScript,65729
Pilot,Deloitte,San Francisco,Navigation,173911
Receptionist,KPMG,Bangalore,Front Desk,31602
Waiter,Apple,London,Hospitality,20370
Compliance Officer,KPMG,Toronto,Regulation,60535
Software Engineer,Tesla,Dubai,Python,135930
Call Center Agent,Coca Cola,Toronto,Customer Handling,40642
Chef,Infosys,Toronto,Culinary Arts,66712
Web Developer,Sony,Los Angeles,JavaScript,99091
Cloud Engineer,Meta,London,AWS,80665
Operations Manager,Microsoft,Singapore,Process Optimization,82000
Teacher,Microsoft,Sydney,Classroom Management,54209
Support Specialist,Tesla,Sydney,Troubleshooting,52937
Receptionist,JPMorgan,Dubai,Front Desk,34111
Plumber,Google,Bangalore,Pipe Fitting,79108
Investment Banker,Disney,New York,Valuation,185895
Video Editor,Google,London,Premiere Pro,68872
Photographer,Amazon,Dubai,Photography,50808
Tax Consultant,EY,Toronto,Tax Filing,71914
Support Specialist,Apple,Dubai,Troubleshooting,61463
Cybersecurity Analyst,Accenture,Berlin,Network Security,123382
Waiter,Wipro,Chicago,Hospitality,26573
Lawyer,Accenture,Tokyo,Litigation,198219
Pilot,Accenture,Bangalore,Navigation,157046
Mechanic,KPMG,Bangalore,Engine Repair,63725
Call Center Agent,JPMorgan,Chicago,Customer Handling,37671
Mechanic,Deloitte,Paris,Engine Repair,32832
Teacher,Disney,Singapore,Classroom Management,49108
Plumber,Google,Sydney,Pipe Fitting,55767
Tutor,BMW,Dubai,Mentoring,48866
Psychologist,Accenture,Dubai,Counseling,91297
Teacher,Wipro,Los Angeles,Classroom Management,31562
Support Specialist,JPMorgan,Chicago,Troubleshooting,45694
Paralegal,Coca Cola,New York,Legal Research,48376
Chef,Amazon,Toronto,Culinary Arts,57683
Plumber,BMW,San Francisco,Pipe Fitting,62294
Support Specialist,Pfizer,Chicago,Troubleshooting,41671
HR Manager,JPMorgan,Berlin,Recruitment,110191
Photographer,Tesla,Chicago,Photography,74667
Writer,JPMorgan,Los Angeles,Creative Writing,51018
Librarian,Amazon,New York,Cataloguing,62317
Farmer,Apple,London,Crop Management,43385
Radiologist,Google,Sydney,Imaging,190784
Electrician,Infosys,Paris,Wiring,61458
Support Specialist,Wipro,Sydney,Troubleshooting,45765
Professor,JPMorgan,Berlin,Research,85928
Professor,Google,Singapore,Research,99485
Researcher,Google,Bangalore,Data Analysis,106303
Researcher,Wipro,Tokyo,Data Analysis,56465
Call Center Agent,Meta,Dubai,Customer Handling,46766
Writer,BMW,Bangalore,Creative Writing,46259
Cybersecurity Analyst,Amazon,Chicago,Network Security,123383
Professor,Meta,Delhi,Research,101959
Investment Banker,Wipro,Chicago,Valuation,107918
Legal Advisor,Deloitte,Bangalore,Contract Drafting,80606
Welder,KPMG,Bangalore,Arc Welding,42635
Radiologist,Infosys,New York,Imaging,169336
Paralegal,Accenture,Chicago,Legal Research,62189
Video Editor,Tesla,Sydney,Premiere Pro,58178
Researcher,Tesla,Los Angeles,Data Analysis,99800
Receptionist,Tesla,Tokyo,Front Desk,52142
Animator,Coca Cola,Singapore,3D Animation,80909
Legal Advisor,Meta,New York,Contract Drafting,63920
Video Editor,Microsoft,Paris,Premiere Pro,56593
Web Developer,Meta,Toronto,JavaScript,115394
Software Engineer,Infosys,Toronto,Python,140568
Waiter,Disney,Toronto,Hospitality,38783
Video Editor,Microsoft,Dubai,Premiere Pro,83319
Waiter,Apple,Los Angeles,Hospitality,31108
